"Date","Wind Speed(mph)","Wind Dir","Gust Speed(mph)","Gust Dir","Visibility(miles)","Air Temp(°F)","Relative Humidity(%)","Dew Point(°F)","Rain?(y/n)","Rain Rate(in/hr)"
"2018/11/30 08:10 am","10.1","WNW","13.2","WNW","","36.1","100","36.3","No","0"
"2018/11/30 08:05 am","6.7","W","10.7","W","","36.5","100","37","No","0"
"2018/11/30 08:00 am","8.9","W","10.5","WNW","","36.1","100","36.5","No","0"
"2018/11/30 07:55 am","7.7","W","10.95","WNW","","36.1","100","36.4","No","0"
"2018/11/30 07:50 am","6.5","W","11.4","W","","36.1","100","36.3","No","0"
"2018/11/30 07:45 am","8.7","W","11.4","W","","35.8","100","35.8","No","0"
"2018/11/30 07:40 am","7.8","W","10.5","W","","36.3","100","36.3","No","0"
"2018/11/30 07:35 am","6","W","9.6","W","","36.3","98","35.6","No","0"
"2018/11/30 07:30 am","6","W","9.6","W","","36.3","98","35.6","No","0"
"2018/11/30 07:25 am","5.8","W","10.7","W","","36.3","98","35.8","No","0"
"2018/11/30 07:20 am","5.8","WNW","8.1","W","","36.3","98","35.8","No","0"
"2018/11/30 07:15 am","5.8","WNW","8.1","W","","36.3","98","35.8","No","0"
"2018/11/30 07:10 am","5.1","W","8.5","W","","36.3","100","36.5","No","0"
"2018/11/30 07:05 am","6.3","W","9.8","W","","36.3","100","36.5","No","0"
"2018/11/30 07:00 am","6.95","W","9.8","W","","36.05","100","36.6","No","0"
"2018/11/30 06:45 am","4.9","W","8.9","W","","35.2","100","36.3","No","0"
"2018/11/30 06:40 am","5.8","W","10.7","W","","","","","No","0"
"2018/11/30 06:35 am","7.6","W","12.8","WNW","","","","","No","0"
"2018/11/30 06:30 am","8.3","W","14.1","W","","","","","No","0"
"2018/11/30 06:25 am","8.3","W","14.1","W","","","","","No","0"
"2018/11/30 06:20 am","8.1","W","15","WNW","","","","","No","0"
"2018/11/30 06:15 am","8.4","W","14.55","WNW","","","","","No","0"
"2018/11/30 06:10 am","7.5","W","15.75","WSW","","","","","No","0"
"2018/11/30 06:05 am","6.3","W","17.4","SW","","","","","No","0"
"2018/11/30 06:00 am","6","W","12.3","W","","","","","No","0"
"2018/11/30 05:55 am","8.9","W","15.2","WSW","","","","","No","0"
"2018/11/30 05:50 am","10.3","W","13.9","W","","35.6","100","36.5","No","0"
"2018/11/30 05:45 am","10.3","W","13.9","W","","35.6","100","36.5","No","0"
"2018/11/30 05:40 am","6.7","WSW","12.3","SW","","35.8","100","36.3","No","0"
"2018/11/30 05:35 am","6.9","WSW","13","SW","","","","","No","0"
"2018/11/30 05:30 am","9.2","WSW","15","WSW","","","","","No","0"
"2018/11/30 05:25 am","10.3","WSW","14.5","WSW","","","","","No","0"
"2018/11/30 05:20 am","10.3","WSW","14.5","WSW","","","","","No","0"
"2018/11/30 05:15 am","10.3","WSW","16.1","WSW","","","","","No","0"
"2018/11/30 05:10 am","10.1","WSW","18.3","WSW","","","","","No","0"
"2018/11/30 05:05 am","8.65","WSW","18.65","WSW","","","","","No","0"
"2018/11/30 05:00 am","7.2","WSW","19","W","","","","","No","0"
"2018/11/30 04:55 am","13.2","W","19","W","","","","","No","0"
"2018/11/30 04:50 am","8.1","W","13.6","WNW","","","","","No","0"
"2018/11/30 04:45 am","7.2","WSW","14.5","WSW","","","","","No","0"
"2018/11/30 04:40 am","7.2","WSW","14.5","WSW","","","","","No","0"
"2018/11/30 04:35 am","7.2","W","17.2","WNW","","","","","No","0"
"2018/11/30 04:30 am","11.2","W","16.6","W","","","","","No","0"
"2018/11/30 04:25 am","5.6","WSW","16.1","W","","","","","No","0"
"2018/11/30 04:20 am","8.5","WNW","14.1","W","","","","","No","0"
"2018/11/30 04:15 am","8.5","WNW","14.1","W","","","","","No","0"
"2018/11/30 04:10 am","8.1","WSW","13.6","WSW","","","","","No","0"
"2018/11/30 04:05 am","8.1","WSW","11.9","WSW","","","","","No","0"
"2018/11/30 04:00 am","8.1","WSW","11.9","WSW","","","","","No","0"
"2018/11/30 03:55 am","7.4","WSW","12.1","W","","","","","No","0"
"2018/11/30 03:50 am","6.5","W","15.4","W","","36","100","37","No","0"
"2018/11/30 03:45 am","11.6","WNW","19.5","WNW","","","","","No","0"
"2018/11/30 03:40 am","11.6","WNW","19.5","WNW","","","","","No","0"
"2018/11/30 03:35 am","11.2","W","19.5","WNW","","36","100","37","No","0"
"2018/11/30 03:30 am","7.2","W","15.7","SW","","","","","No","0"
"2018/11/30 03:25 am","6.9","W","14.8","SSW","","","","","No","0"
